employee_id,date,month,quarter,year,is_holiday_season,is_q4,sales,training_hours,performance_score,deals_closed,customer_meetings,department,region,experience_years,base_performance,territory_size,market_potential,competition_level,sales_lag_1,sales_lag_2,sales_lag_3,sales_lag_6,sales_lag_12,sales_rolling_mean_3,sales_rolling_std_3,sales_rolling_max_3,sales_rolling_mean_6,sales_rolling_std_6,sales_rolling_max_6,sales_rolling_mean_12,sales_rolling_std_12,sales_rolling_max_12,month_sin,month_cos,quarter_sin,quarter_cos,time_index,employee_avg_sales,sales_vs_avg,employee_cv,exp_performance,market_territory,training_impact
EMP0001,2022-10-28,10,4,2022,0,1,72846.01447030784,0,74.50149272364476,9,79,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,69424.16553189143,54239.33986866037,66943.55523209523,82442.84655122664,53018.28660490247,65503.17329028654,9903.672048888862,72846.01447030784,67373.8992828399,6814.480942440634,72846.01447030784,64724.2087516228,11450.104209888603,82442.84655122664,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,10,64724.2087516228,8121.805718685042,0.1769033183628245,1117.5223908546714,261.0503375912639,0.0
EMP0001,2022-11-27,11,4,2022,1,1,102805.4058692824,0,75.31725872509746,11,58,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,72846.01447030784,69424.16553189143,54239.33986866037,68513.64056302224,53018.28660490247,81691.86195716055,18364.736996106374,102805.4058692824,73089.19350054993,16064.189200852066,102805.4058692824,67897.6418447611,15493.043327212226,102805.4058692824,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,11,67897.6418447611,34907.7640245213,0.22817898718260787,1129.758880876462,261.0503375912639,0.0
EMP0001,2022-12-27,12,4,2022,1,1,100471.89011143883,28,65.91943162190293,12,52,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,102805.4058692824,72846.01447030784,69424.16553189143,72276.68003106234,53018.28660490247,92041.10348367634,16664.330338221844,102805.4058692824,77788.39518061269,19529.19757885777,102805.4058692824,71852.10880363913,17300.580751068286,102805.4058692824,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,12,70403.35324989016,30068.536861548666,0.24669164931455717,988.7914743285439,261.0503375912639,18.45744085413282
EMP0001,2023-01-26,1,1,2023,0,0,72021.25689637953,0,80.01600858159091,3,32,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,100471.89011143883,102805.4058692824,72846.01447030784,66943.55523209523,48158.75407828146,91766.18429236692,17139.368201676374,102805.4058692824,78634.67879132673,19069.871237909545,102805.4058692824,73840.6507051473,15619.373179640443,102805.4058692824,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,13,70518.91779606797,1502.3391003115685,0.23670469486405665,1200.2401287238636,261.0503375912639,0.0
EMP0001,2023-02-25,2,1,2023,0,0,77017.42943814612,0,75.80294066909245,14,33,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,72021.25689637953,100471.89011143883,102805.4058692824,54239.33986866037,74238.75927009371,83170.19214865482,15190.523339020552,100471.89011143883,82431.0270529077,15095.094029065198,102805.4058692824,74072.20655248502,15646.385057773505,102805.4058692824,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,14,70952.15190553985,6065.277532606269,0.22793170180740513,1137.0441100363867,261.0503375912639,0.0
EMP0001,2023-03-27,3,1,2023,0,0,78140.34696681233,0,73.30621377530122,6,87,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,77017.42943814612,72021.25689637953,100471.89011143883,69424.16553189143,49864.25406630713,75726.34443377932,3257.45164029992,78140.34696681233,83883.72395872785,13970.532115169015,102805.4058692824,76428.5476275271,13674.128534145879,102805.4058692824,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,15,71401.41409686938,6738.932869942946,0.22026005554363534,1099.5932066295181,261.0503375912639,0.0
EMP0001,2023-04-26,4,2,2023,0,0,80590.9578564332,0,74.49791038234618,11,60,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,78140.34696681233,77017.42943814612,72021.25689637953,72846.01447030784,82442.84655122664,78582.91142046389,1827.409043099775,80590.9578564332,85174.5478564154,13075.87670291717,102805.4058692824,76274.22356962766,13610.382999232266,102805.4058692824,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,16,71941.97549449079,8648.982361942413,0.21391862338483397,1117.4686557351927,261.0503375912639,0.0
EMP0001,2023-05-26,5,2,2023,0,0,76424.88923451854,0,72.4535021213573,10,51,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,80590.9578564332,78140.34696681233,77017.42943814612,102805.4058692824,68513.64056302224,78385.39801925469,2093.816958177671,80590.9578564332,80777.79508395477,10046.029263609325,100471.89011143883,76933.49429225233,13390.119071217949,102805.4058692824,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,17,72191.02625782565,4233.862976692893,0.20733286376408738,1086.8025318203595,261.0503375912639,0.0
EMP0001,2023-06-25,6,2,2023,0,0,99182.9461162175,24,72.23816218949673,12,98,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,76424.88923451854,80590.9578564332,78140.34696681233,100471.89011143883,72276.68003106234,85399.59773572309,12117.118113403996,99182.9461162175,80562.9710847512,9541.79049541019,99182.9461162175,79175.68313268195,14725.585137333093,102805.4058692824,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,18,73611.65361879366,25571.29249742384,0.21476316010638702,1083.572432842451,261.0503375912639,17.337158925479216
EMP0001,2023-07-25,7,3,2023,0,0,71684.91835614832,0,72.41289395410398,10,96,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,99182.9461162175,76424.88923451854,80590.9578564332,72021.25689637953,66943.55523209523,82430.9179022948,14699.988705505719,99182.9461162175,80506.91466137934,9602.800782395903,99182.9461162175,79570.79672635303,14428.143775726849,102805.4058692824,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,19,73515.31685566138,-1830.3984995130595,0.20939105712728745,1086.1934093115597,261.0503375912639,0.0
EMP0001,2023-08-24,8,3,2023,0,0,77787.76693582126,0,73.77139414953842,13,42,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,71684.91835614832,99182.9461162175,76424.88923451854,77017.42943814612,54239.33986866037,82885.2104693957,14440.33692844,99182.9461162175,80635.30424432519,9551.82985874547,99182.9461162175,81533.16564861644,12079.924925261494,102805.4058692824,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,20,73718.76685947852,4069.000076342738,0.20391847003632665,1106.5709122430762,261.0503375912639,0.0
EMP0001,2023-09-23,9,3,2023,0,0,74322.9714107322,0,74.80549782794824,2,31,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,77787.76693582126,71684.91835614832,99182.9461162175,78140.34696681233,69424.16553189143,74598.55223423392,3060.7431759811334,77787.76693582126,79999.0749849785,9872.986136067,99182.9461162175,81941.39947185318,11710.638547404244,102805.4058692824,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,21,73746.23070271732,576.7407080148841,0.19893760825229653,1122.0824674192236,261.0503375912639,0.0
EMP0001,2023-10-23,10,4,2023,0,1,74242.16104787568,0,75.80003734425446,10,56,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,74322.9714107322,77787.76693582126,71684.91835614832,80590.9578564332,72846.01447030784,75450.96646480971,2024.1318903855363,77787.76693582126,78940.94218355225,10133.638426624646,99182.9461162175,82057.74501998383,11618.634779805358,102805.4058692824,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,22,73767.79289163725,474.36815623842995,0.19431196354928354,1137.000560163817,261.0503375912639,0.0
EMP0001,2023-11-22,11,4,2023,1,1,87936.63789810022,0,76.53830456796526,6,69,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,74242.16104787568,74322.9714107322,77787.76693582126,76424.88923451854,102805.4058692824,78833.92345223603,7883.285501039162,87936.63789810022,80859.56696081586,10639.158157849097,99182.9461162175,80818.68102238531,9865.42175887185,100471.89011143883,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,23,74358.16143357322,13578.476464527004,0.19250234642304456,1148.0745685194788,261.0503375912639,0.0
EMP0001,2023-12-22,12,4,2023,1,1,126075.44338479672,11,71.86848322115678,11,70,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,87936.63789810022,74242.16104787568,74322.9714107322,99182.9461162175,100471.89011143883,96084.74744359088,26860.12018455482,126075.44338479672,85341.6498389124,20756.460618795194,126075.44338479672,82952.3104618318,15602.707889383963,126075.44338479672,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,24,76426.85271162215,49648.59067317456,0.2278871017777086,1078.0272483173517,261.0503375912639,7.905533154327246
EMP0001,2024-01-21,1,1,2024,0,0,71908.85876929403,0,69.44317935252896,9,86,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,126075.44338479672,87936.63789810022,74242.16104787568,71684.91835614832,72021.25689637953,95306.98001739697,27825.27950342481,126075.44338479672,85378.97324110335,20727.172937994088,126075.44338479672,82942.94395124135,15609.898575036728,126075.44338479672,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,25,76253.0837138403,-4344.224944546266,0.22409312479501392,1041.6476902879344,261.0503375912639,0.0
EMP0001,2024-02-20,2,1,2024,0,0,80639.65021358912,0,75.07197528457681,9,44,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,71908.85876929403,126075.44338479672,87936.63789810022,77787.76693582126,77017.42943814612,92874.65078922662,29082.23085565291,126075.44338479672,85854.28712073133,20550.2200469598,126075.44338479672,83244.79568252826,15519.66006814086,126075.44338479672,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,26,76415.54913975691,4224.1010738322075,0.21955231735603856,1126.079629268652,261.0503375912639,0.0
EMP0001,2024-03-21,3,1,2024,0,0,79360.57428868295,0,84.17200608907139,5,46,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,80639.65021358912,71908.85876929403,126075.44338479672,74322.9714107322,78140.34696681233,77303.0277571887,4715.061304786092,80639.65021358912,86693.88760038979,20082.45607708939,126075.44338479672,83346.48129268416,15487.138460149863,126075.44338479672,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,27,76520.72860936142,2839.84567932153,0.2152749390644409,1262.5800913360708,261.0503375912639,0.0
EMP0001,2024-04-20,4,2,2024,0,0,79237.71682210291,0,78.60542623922125,7,36,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,79360.57428868295,80639.65021358912,71908.85876929403,74242.16104787568,80590.9578564332,79745.98044145832,776.3747390841063,80639.65021358912,87526.48022942767,19559.728710091804,126075.44338479672,83233.71120648996,15513.930588876578,126075.44338479672,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,28,76614.41785807665,2623.2989640262676,0.21123995828077705,1179.0813935883186,261.0503375912639,0.0
EMP0001,2024-05-20,5,2,2024,0,0,58523.00281658289,0,78.598680056531,5,91,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,79237.71682210291,79360.57428868295,80639.65021358912,87936.63789810022,76424.88923451854,72373.76464245624,11995.26889473828,79360.57428868295,82624.20771584143,22846.24587980002,126075.44338479672,81741.88733832866,17016.18228874802,126075.44338479672,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,29,76011.37069002684,-17488.367873443953,0.2136777336145872,1178.9802008479649,261.0503375912639,0.0
EMP0001,2024-06-19,6,2,2024,0,0,70746.49036749302,7,66.12015094874607,12,65,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,58523.00281658289,79237.71682210291,79360.57428868295,126075.44338479672,99182.9461162175,69502.40333539294,10413.24437868432,79237.71682210291,73402.71554629081,8397.732256401881,80639.65021358912,79372.18269260162,16332.837192933657,126075.44338479672,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,30,75841.53584091285,-5095.045473419828,0.21092551990701047,991.8022642311911,261.0503375912639,4.628410566412225
EMP0001,2024-07-19,7,3,2024,0,0,75058.68615131249,0,69.77603115751101,5,52,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,70746.49036749302,58523.00281658289,79237.71682210291,71908.85876929403,71684.91835614832,68109.39311179613,8577.46566816887,75058.68615131249,73927.68677662723,8384.111128432092,80639.65021358912,79653.33000886529,16217.109293334579,126075.44338479672,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,31,75817.07178811285,-758.3856368003617,0.2075705857630661,1046.6404673626653,261.0503375912639,0.0
EMP0001,2024-08-18,8,3,2024,0,0,70094.41761052518,0,80.94347597956016,8,25,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,75058.68615131249,70746.49036749302,58523.00281658289,80639.65021358912,77787.76693582126,71966.53137644357,2697.659278690046,75058.68615131249,72170.1480094499,7779.157297309042,79360.57428868295,79012.21756509061,16447.99283367932,126075.44338479672,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,32,75643.65802515564,-5549.240414630462,0.20519294891297657,1214.1521396934024,261.0503375912639,0.0
EMP0001,2024-09-17,9,3,2024,0,0,95084.86852222068,0,82.4835796078351,14,33,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,70094.41761052518,75058.68615131249,70746.49036749302,79360.57428868295,74322.9714107322,80079.32409468612,13230.108208601216,95084.86852222068,74790.86371503952,12122.291223407812,95084.86852222068,80742.37565771466,16992.835029699287,126075.44338479672,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,33,76215.45833389286,18869.41018832782,0.20525991168225194,1237.2536941175265,261.0503375912639,0.0
EMP0001,2024-10-17,10,4,2024,0,1,68641.13053273266,0,73.1484254332021,10,75,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,95084.86852222068,70094.41761052518,75058.68615131249,79237.71682210291,74242.16104787568,77940.13888849283,14865.541580878857,95084.86852222068,73024.76600014449,12116.763853042385,95084.86852222068,80275.62311478607,17262.39716361259,126075.44338479672,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,34,75999.04896814542,-7357.918435412765,0.20349315953992525,1097.2263814980315,261.0503375912639,0.0
EMP0001,2024-11-16,11,4,2024,1,1,99885.76867715277,0,76.16801123706503,5,50,West,Region_E,15,1.185595153449124,238,1.0968501579464869,0.6120829269975138,68641.13053273266,95084.86852222068,70094.41761052518,58523.00281658289,87936.63789810022,87870.58924403536,16825.31492488857,99885.76867715277,79918.56031023947,13857.458358549933,99885.76867715277,81271.38401304046,18070.221859196576,126075.44338479672,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,35,76662.56896006229,23223.19971709048,0.2054987494236966,1142.5201685559755,261.0503375912639,0.0
EMP0002,2022-01-01,1,1,2022,0,0,23313.243117833208,36,60.05506615425449,3,68,East,Region_C,4,0.7142934543375526,180,0.5205844942958024,0.978936896513396,23313.243117833208,23313.243117833208,23313.243117833208,23313.243117833208,23313.243117833208,23313.243117833208,1867.8498522687933,23313.243117833208,23313.243117833208,1867.8498522687933,23313.243117833208,23313.243117833208,1867.8498522687933,23313.243117833208,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,23313.243117833208,0.0,0.07582094219530376,240.22026461701796,93.70520897324444,21.619823815531618
EMP0002,2022-01-31,1,1,2022,0,0,25954.781711388317,0,63.48989564134625,0,85,East,Region_C,4,0.7142934543375526,180,0.5205844942958024,0.978936896513396,23313.243117833208,23313.243117833208,23313.243117833208,23313.243117833208,23313.243117833208,24634.012414610763,1867.8498522687933,25954.781711388317,24634.012414610763,1867.8498522687933,25954.781711388317,24634.012414610763,1867.8498522687933,25954.781711388317,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1,24634.012414610763,1320.7692967775547,0.07582094219530376,253.959582565385,93.70520897324444,0.0
EMP0002,2022-03-02,3,1,2022,0,0,22487.949738033203,0,63.62531741853393,3,22,East,Region_C,4,0.7142934543375526,180,0.5205844942958024,0.978936896513396,25954.781711388317,23313.243117833208,23313.243117833208,23313.243117833208,23313.243117833208,23918.65818908491,1810.9739200892307,25954.781711388317,23918.65818908491,1810.9739200892307,25954.781711388317,23918.65818908491,1810.9739200892307,25954.781711388317,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,2,23918.65818908491,-1430.7084510517052,0.07571069393105374,254.50126967413573,93.70520897324444,0.0
EMP0002,2022-04-01,4,2,2022,0,0,23051.048259625422,0,68.32926040086383,1,27,East,Region_C,4,0.7142934543375526,180,0.5205844942958024,0.978936896513396,22487.949738033203,25954.781711388317,23313.243117833208,23313.243117833208,23313.243117833208,23831.259903015645,1860.4511923806504,25954.781711388317,23701.75570672004,1540.9751588695635,25954.781711388317,23701.75570672004,1540.9751588695635,25954.781711388317,0.8660254037844387,-0.49999999999999983,1.2246467991473532e-16,-1.0,3,23701.75570672004,-650.7074470946172,0.0650124895997927,273.3170416034553,93.70520897324444,0.0
EMP0002,2022-05-01,5,2,2022,0,0,23677.912550608184,0,53.7267102706814,3,57,East,Region_C,4,0.7142934543375526,180,0.5205844942958024,0.978936896513396,23051.048259625422,22487.949738033203,25954.781711388317,23313.243117833208,23313.243117833208,23072.303516088938,595.2660861105132,23677.912550608184,23696.987075497666,1334.5662326795482,25954.781711388317,23696.987075497666,1334.5662326795482,25954.781711388317,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,4,23696.987075497666,-19.074524889481836,0.0563155945873315,214.9068410827256,93.70520897324444,0.0
EMP0002,2022-05-31,5,2,2022,0,0,14339.227213899178,0,61.17668937151914,2,21,East,Region_C,4,0.7142934543375526,180,0.5205844942958024,0.978936896513396,23677.912550608184,23051.048259625422,22487.949738033203,23313.243117833208,23313.243117833208,20356.062674710927,5220.150518106601,23677.912550608184,22137.36043189792,4002.4324139308183,25954.781711388317,22137.36043189792,4002.4324139308183,25954.781711388317,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,5,22137.36043189792,-7798.133217998742,0.18079172693222295,244.70675748607655,93.70520897324444,0.0
EMP0002,2022-06-30,6,2,2022,0,0,20876.93973967255,24,57.86072085142276,3,59,East,Region_C,4,0.7142934543375526,180,0.5205844942958024,0.978936896513396,14339.227213899178,23677.912550608184,23051.048259625422,23313.243117833208,23313.243117833208,19631.359834726638,4792.323333125566,23677.912550608184,21731.309868871143,3982.8136791048028,25954.781711388317,21957.30033300858,3684.6310305403713,25954.781711388317,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,6,21957.30033300858,-1080.3605933360304,0.16780128583092058,231.44288340569105,93.70520897324444,13.886573004341463
EMP0002,2022-07-30,7,3,2022,0,0,14571.586017969677,0,69.15882436812721,1,29,East,Region_C,4,0.7142934543375526,180,0.5205844942958024,0.978936896513396,20876.93973967255,14339.227213899178,23677.912550608184,25954.781711388317,23313.243117833208,16595.917657180467,3709.293761155335,20876.93973967255,19834.110586634702,4269.467520191311,23677.912550608184,21034.08604362872,4295.998369542374,25954.781711388317,-0.4999999999999998,-0.8660254037844388,-1.0,-1.8369701987210297e-16,7,21034.08604362872,-6462.500025659041,0.2042301305843045,276.63529747250885,93.70520897324444,0.0
EMP0002,2022-08-29,8,3,2022,0,0,13259.345714782228,0,62.69967309135759,2,62,East,Region_C,4,0.7142934543375526,180,0.5205844942958024,0.978936896513396,14571.586017969677,20876.93973967255,14339.227213899178,22487.949738033203,23313.243117833208,16235.95715747482,4072.4112205822744,20876.93973967255,18296.009916092873,4756.719738899173,23677.912550608184,20170.22600709022,4781.729729582859,25954.781711388317,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,8,20170.22600709022,-6910.880292307991,0.23705697055310734,250.79869236543036,93.70520897324444,0.0
EMP0002,2022-09-28,9,3,2022,0,0,15650.675041901157,0,53.8658261259325,2,68,East,Region_C,4,0.7142934543375526,180,0.5205844942958024,0.978936896513396,13259.345714782228,14571.586017969677,20876.93973967255,23051.048259625422,23313.243117833208,14493.868924884353,1197.5574923998443,15650.675041901157,17062.614379805495,4204.562593819086,23677.912550608184,19718.27091057131,4729.378870287064,25954.781711388317,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,9,19718.27091057131,-4067.5958686701542,0.2398353819335019,215.46330450373,93.70520897324444,0.0
EMP0002,2022-10-28,10,4,2022,0,1,20640.55911394203,0,63.57901186608193,2,80,East,Region_C,4,0.7142934543375526,180,0.5205844942958024,0.978936896513396,15650.675041901157,13259.345714782228,14571.586017969677,23677.912550608184,23313.243117833208,16516.859956875138,3766.0702384820693,20640.55911394203,16556.388807027804,3343.461250722631,20876.93973967255,19802.115292695922,4495.292063192158,25954.781711388317,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,10,19802.115292695922,838.4438212461064,0.22699923707711675,254.3160474643277,93.70520897324444,0.0
EMP0002,2022-11-27,11,4,2022,1,1,24269.430200288865,0,59.173778479476944,0,20,East,Region_C,4,0.7142934543375526,180,0.5205844942958024,0.978936896513396,20640.55911394203,15650.675041901157,13259.345714782228,14339.227213899178,23313.243117833208,20186.88811871068,4327.250645501631,24269.430200288865,18211.42263809275,4336.681814191942,24269.430200288865,20174.391534995335,4475.89843302812,25954.781711388317,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,11,20174.391534995335,4095.0386652935304,0.22184939634328416,236.69511391790778,93.70520897324444,0.0
