employee_id,date,month,quarter,year,is_holiday_season,is_q4,sales,training_hours,performance_score,deals_closed,customer_meetings,department,region,experience_years,base_performance,territory_size,market_potential,competition_level
EMP0117,2022-01-01,1,1,2022,0,0,30240.974751921232,25,55.1383000653508,6,62,Central,Region_C,3,0.6414588294579415,227,0.9542679722190996,0.6840221825567072
EMP0149,2022-01-01,1,1,2022,0,0,26196.912888941857,21,60.83026786162261,3,28,West,Region_D,5,0.7128654790221708,447,0.7931477302610133,0.9274350729647838
EMP0086,2022-01-01,1,1,2022,0,0,40855.41029939167,16,73.95560575889033,1,62,South,Region_C,5,1.0907321567486319,499,0.5827484200353061,0.9136630401480549
EMP0085,2022-01-01,1,1,2022,0,0,36159.27486829106,11,83.49799924099773,3,79,North,Region_A,13,1.1477849380431033,462,0.6331851252237497,0.3533402657194142
EMP0084,2022-01-01,1,1,2022,0,0,73361.55080268363,19,79.97451321077058,7,64,South,Region_D,5,1.379515846132933,241,0.953240846828831,0.3226211657767553
EMP0113,2022-01-01,1,1,2022,0,0,90963.097171597,5,82.98761851251967,7,23,South,Region_D,11,1.2924057007151841,183,1.4750671629451424,0.6435241454811491
EMP0005,2022-01-01,1,1,2022,0,0,52056.484535858406,39,77.2790097563045,3,51,East,Region_D,3,1.2879523253890564,184,0.6705241236872915,0.3455361150896957
EMP0083,2022-01-01,1,1,2022,0,0,38742.87026078119,2,65.68902674546311,6,84,West,Region_D,8,0.7357439231164524,213,0.9636984049399822,0.547346559618237
EMP0142,2022-01-01,1,1,2022,0,0,30922.34977713885,3,62.234496399241145,3,77,East,Region_C,19,0.8795095992394664,207,0.6906877206636666,0.3255847674936664
EMP0082,2022-01-01,1,1,2022,0,0,83319.76139926477,5,81.55204507519474,7,43,North,Region_A,3,1.3209264083927912,490,1.4152543416691064,0.9710916851854923
EMP0081,2022-01-01,1,1,2022,0,0,27255.357486396366,36,85.94812506782094,4,52,West,Region_E,4,1.0430834275210565,69,0.5754345470897693,0.41635080233647703
EMP0114,2022-01-01,1,1,2022,0,0,56986.52893398945,39,76.83592385353273,4,26,East,Region_A,2,1.0454103144111437,441,0.976619484126412,0.8870077910918372
EMP0080,2022-01-01,1,1,2022,0,0,15307.826584051856,37,58.848143879952616,2,39,West,Region_E,13,0.6345279295604609,198,0.5434007832981728,0.9472503311565171
EMP0079,2022-01-01,1,1,2022,0,0,23184.788551514728,29,65.4341718179544,3,49,West,Region_A,17,0.6663130573546834,466,0.7235958385194526,0.9742557776084279
EMP0052,2022-01-01,1,1,2022,0,0,55682.36244085464,39,76.67807093438095,7,71,West,Region_B,19,1.2361489558149628,368,0.933520737580742,0.8208298500993807
EMP0137,2022-01-01,1,1,2022,0,0,41525.65611564859,39,61.05667606613396,4,96,South,Region_D,9,0.6914138400445502,293,1.0373956029379228,0.9438989314889323
EMP0078,2022-01-01,1,1,2022,0,0,35921.082630846235,18,63.617115369612755,4,26,South,Region_D,8,0.6940209974216839,410,1.244211656943298,0.7767275989678363
EMP0115,2022-01-01,1,1,2022,0,0,65188.75006835093,29,75.01494291238224,3,51,Central,Region_B,4,0.9403491508931334,274,1.236247183698488,0.6708880162267816
EMP0077,2022-01-01,1,1,2022,0,0,11288.005848665285,4,62.79210510216522,0,41,East,Region_B,19,0.6889579858449211,222,0.5113536447674191,0.6280624493958884
EMP0076,2022-01-01,1,1,2022,0,0,61281.62364402071,27,79.75636057554867,3,49,West,Region_D,6,1.1665449564665598,324,1.2771469159274367,0.6908829748150634
EMP0075,2022-01-01,1,1,2022,0,0,104102.47971529,27,76.72549878201922,9,45,East,Region_E,1,1.3042879749107334,194,1.4472485773838586,0.9902007446760096
EMP0140,2022-01-01,1,1,2022,0,0,83462.84642552139,23,75.11789416844641,14,92,East,Region_B,18,1.1308298976133684,386,1.461070317469455,0.40406390942717907
EMP0116,2022-01-01,1,1,2022,0,0,40553.24933607247,20,64.01983178355268,6,26,North,Region_B,14,0.8309044425922045,342,1.006103956359347,0.9524100395798538
EMP0074,2022-01-01,1,1,2022,0,0,43125.47074688614,5,84.94940911217881,1,85,South,Region_A,18,1.3135175270214212,243,0.5813487806418998,0.35938639985963433
EMP0073,2022-01-01,1,1,2022,0,0,37401.109530897564,15,83.09284660000958,3,44,North,Region_B,12,1.293494964248673,279,0.5841068061149974,0.7906783920213839
EMP0007,2022-01-01,1,1,2022,0,0,33108.98810551038,27,72.89805167033894,6,30,West,Region_D,7,1.0879973262260967,313,0.5343885211152184,0.9365242814551474
EMP0072,2022-01-01,1,1,2022,0,0,76696.69731396894,22,77.26032271159926,9,38,South,Region_E,3,1.3101633462066398,284,1.2058314838786945,0.9780563607818944
EMP0071,2022-01-01,1,1,2022,0,0,40627.990303916486,26,58.15945103506374,5,26,Central,Region_A,7,0.6729648824389522,91,1.4742482085344102,0.9971518694212304
EMP0006,2022-01-01,1,1,2022,0,0,36173.35787144537,20,81.64536886782717,4,82,West,Region_A,14,1.2467178784931687,314,0.5159662522202142,0.4616256779355043
EMP0123,2022-01-01,1,1,2022,0,0,47777.230707649396,0,72.4366115769664,2,60,East,Region_C,14,1.0184523398152954,181,0.8161965822964946,0.7118146730565397
EMP0051,2022-01-01,1,1,2022,0,0,64470.01166112602,37,70.86545809540003,5,29,Central,Region_D,15,1.159609768613755,473,1.2260913337226615,0.9830964556237741
EMP0011,2022-01-01,1,1,2022,0,0,27524.798235243932,14,63.08472186310441,4,94,South,Region_A,13,0.7127393799798101,64,0.6652669390630025,0.31094548471883576
EMP0033,2022-01-01,1,1,2022,0,0,37677.327563066916,35,68.28593132975594,3,94,North,Region_B,1,0.6744822142447193,189,1.0582934536070976,0.9178454402325378
EMP0129,2022-01-01,1,1,2022,0,0,53778.50094018184,27,79.57247942034876,9,68,West,Region_E,15,1.2378362926236428,310,0.9863574819956078,0.5862686239598452
EMP0032,2022-01-01,1,1,2022,0,0,79618.77570756488,16,78.01395034930003,5,25,South,Region_C,7,1.1279872368273431,395,1.4821683433294357,0.66164512388971
EMP0031,2022-01-01,1,1,2022,0,0,28847.478475481017,33,57.44837866381444,4,81,North,Region_B,8,0.7100167553167945,490,0.6134735212405891,0.947285532794994
EMP0030,2022-01-01,1,1,2022,0,0,66334.14291305123,37,90.9196692870386,4,82,East,Region_B,3,1.2476008369117721,197,1.14517279040945,0.422056500303494
EMP0029,2022-01-01,1,1,2022,0,0,72354.74380119935,12,74.41036982145171,9,91,North,Region_D,6,1.1566502454327054,308,1.090892943188242,0.7742950532895977
EMP0130,2022-01-01,1,1,2022,0,0,51131.610525870645,10,72.76800529148682,6,76,Central,Region_B,19,1.15515875557368,341,1.2161790747329522,0.7193205553441285
EMP0015,2022-01-01,1,1,2022,0,0,77033.79207793249,31,62.616023368278306,9,28,West,Region_C,3,0.9777719401295594,150,1.4717120953891039,0.8942396769862586
EMP0028,2022-01-01,1,1,2022,0,0,77712.66121221126,8,66.53897301587543,4,27,North,Region_E,2,1.1068237686087157,444,1.316431873219384,0.8588415874891857
EMP0027,2022-01-01,1,1,2022,0,0,27174.358280573524,33,57.42994843724532,3,83,West,Region_B,6,0.7936442172092003,373,0.5808533263327152,0.5587581192429831
EMP0026,2022-01-01,1,1,2022,0,0,42959.498967021,12,66.08598981779868,4,56,South,Region_D,5,0.8760569984213463,434,0.7395618906669724,0.40142641046385613
EMP0131,2022-01-01,1,1,2022,0,0,45443.72979443007,12,71.57657597494631,3,83,West,Region_C,10,0.8740194057428347,183,0.9008514167636399,0.6234040625508929
EMP0014,2022-01-01,1,1,2022,0,0,36629.62180006616,9,61.13484109732564,3,58,North,Region_D,2,0.676328093192329,456,1.1688412526636074,0.7661456496322476
EMP0025,2022-01-01,1,1,2022,0,0,21397.785142047826,16,66.01579852667902,3,47,South,Region_C,17,0.7184695439627199,489,0.5368869473545328,0.7266950337859277
EMP0134,2022-01-01,1,1,2022,0,0,27928.204355766597,31,61.946526692100775,3,34,South,Region_A,9,0.9393045370419087,78,0.6042469660518095,0.888307742386296
EMP0023,2022-01-01,1,1,2022,0,0,66773.53804278631,14,54.32750965281028,7,78,Central,Region_A,19,0.8155298670388171,201,1.4429097039125192,0.5262420524145286
EMP0139,2022-01-01,1,1,2022,0,0,28293.08735297978,17,63.69317298993596,3,40,East,Region_A,7,0.732410653942379,393,0.8114731711327574,0.8463469952822613
EMP0016,2022-01-01,1,1,2022,0,0,60768.62832068999,4,74.14453687007351,5,95,Central,Region_B,14,0.9950364770915126,442,1.2106628896857874,0.37762357456828194
EMP0022,2022-01-01,1,1,2022,0,0,35405.45955533229,34,56.46111540682873,3,63,West,Region_E,9,0.8438250065264232,247,1.0107473025775657,0.5921877022041453
EMP0132,2022-01-01,1,1,2022,0,0,45801.703376267506,28,61.66840829778696,6,98,East,Region_D,13,0.7112929553144495,259,1.111454235434648,0.31267712867458836
EMP0021,2022-01-01,1,1,2022,0,0,37063.37089222824,3,78.5282936287599,7,46,West,Region_A,7,1.3254627532366032,434,0.7279351625419417,0.5989754520383794
EMP0020,2022-01-01,1,1,2022,0,0,47466.00994516669,28,60.8149694242482,4,89,West,Region_D,12,0.9332079582962929,495,1.0393422419156506,0.8652081086148438
EMP0019,2022-01-01,1,1,2022,0,0,65448.66377752449,38,70.549615654271,10,96,East,Region_C,2,1.0994832385070346,111,1.1334037565104236,0.9100224131314023
EMP0133,2022-01-01,1,1,2022,0,0,47784.04006175133,35,61.47302597138872,4,21,West,Region_C,12,0.6817701313801596,373,1.2900846371240866,0.31611582335134625
EMP0018,2022-01-01,1,1,2022,0,0,33387.25423313753,38,65.10621296950889,2,90,West,Region_E,7,0.9283063384285037,220,0.7030612247347694,0.9599974993905867
EMP0146,2022-01-01,1,1,2022,0,0,69487.34983141941,31,71.88844302985274,9,30,West,Region_B,7,1.127139153528121,370,1.0517225952593399,0.47772199483031297
EMP0024,2022-01-01,1,1,2022,0,0,63553.10781886764,0,60.4427891394458,10,52,North,Region_D,17,0.6519137976871853,491,1.4624472949421112,0.4762476070777549
EMP0112,2022-01-01,1,1,2022,0,0,17411.305767054517,3,57.751486790506526,2,59,West,Region_C,9,0.6641869965293138,292,0.518242481428361,0.787873023656495
EMP0145,2022-01-01,1,1,2022,0,0,78446.59574179715,34,81.54975887148419,8,64,East,Region_B,10,1.3179443278551073,211,0.9087341710980964,0.3177704489622414
EMP0150,2022-01-01,1,1,2022,0,0,41608.49445088808,9,61.16648433190874,4,64,South,Region_A,19,0.6982215117301668,452,1.0830415609696922,0.5949971854147486
EMP0050,2022-01-01,1,1,2022,0,0,71801.20484978223,13,80.14658531025756,9,35,Central,Region_A,8,1.2159948424788887,157,1.1228904758190001,0.3597432254956376
EMP0147,2022-01-01,1,1,2022,0,0,25875.454232851804,4,54.05522114300137,2,63,East,Region_E,8,0.683286865587659,288,1.0694435177635002,0.9212223377594521
EMP0049,2022-01-01,1,1,2022,0,0,25588.80954374426,20,67.28477698448019,0,89,East,Region_A,17,0.6298785509993715,375,0.8032655146732228,0.6759576990376588
EMP0144,2022-01-01,1,1,2022,0,0,50689.94475715321,20,74.82694805373819,4,91,North,Region_B,6,1.2122850248529924,181,0.6819281304952711,0.903249934709462
EMP0124,2022-01-01,1,1,2022,0,0,50096.391199492085,38,71.80448808444018,6,21,South,Region_C,6,1.0318248495317064,112,1.0027203900924793,0.4625488866027721
EMP0048,2022-01-01,1,1,2022,0,0,38956.78364671487,35,66.8905026479337,6,41,West,Region_C,15,0.9004663621119552,371,0.938474123018087,0.7704182947066396
EMP0047,2022-01-01,1,1,2022,0,0,52102.26749141217,18,63.77767639909983,5,55,North,Region_D,13,0.7554191628096337,313,1.2019668772577035,0.8570548686052707
EMP0046,2022-01-01,1,1,2022,0,0,59647.93124483534,5,59.92991736149246,4,44,Central,Region_B,3,0.8049655548755664,457,1.4132405525564713,0.6579396792026564
EMP0125,2022-01-01,1,1,2022,0,0,29636.308266418568,39,72.03742900479497,3,32,North,Region_B,14,0.6532952899126535,153,1.124237995913992,0.38182862849585486
EMP0045,2022-01-01,1,1,2022,0,0,81383.1545581174,13,79.86225675833543,7,70,South,Region_C,10,1.3018984575423642,322,1.3486697949246744,0.3956349320094201
EMP0012,2022-01-01,1,1,2022,0,0,53930.99861152865,37,61.21275383691568,4,23,North,Region_A,12,0.8347905397744304,112,1.3154614284548343,0.7948001406933319
EMP0044,2022-01-01,1,1,2022,0,0,37273.08116568925,19,59.296222709165846,5,74,South,Region_C,8,0.6563329046796351,163,1.1150072266991697,0.9930376950729842
EMP0034,2022-01-01,1,1,2022,0,0,61979.9627601219,1,73.06155734623458,5,48,North,Region_A,3,1.160286263978217,257,1.397110259952577,0.920960496985582
EMP0043,2022-01-01,1,1,2022,0,0,49931.41702915251,36,76.63038173414142,4,49,Central,Region_E,1,0.8535376041250221,177,0.8726868670940493,0.5762840267666305
EMP0126,2022-01-01,1,1,2022,0,0,96151.5403881856,16,74.90741118931442,14,49,East,Region_C,8,1.1549740859226707,64,1.3786291153734382,0.646796538482776
EMP0041,2022-01-01,1,1,2022,0,0,89452.44600668653,34,73.39596435644458,12,67,West,Region_D,14,1.3318915121763588,148,1.247718773897414,0.9671502929167672
EMP0135,2022-01-01,1,1,2022,0,0,48514.87557064928,28,58.10731121046831,7,75,East,Region_A,14,0.7887248276760649,395,1.338898086445934,0.3872638768422868
EMP0040,2022-01-01,1,1,2022,0,0,38169.338512853385,39,65.86063689049179,4,24,North,Region_E,16,0.8246178899526846,84,1.268554014306309,0.3305226402281036
EMP0039,2022-01-01,1,1,2022,0,0,43799.20958775291,5,77.505949144855,3,71,Central,Region_C,8,1.1049109007978102,275,0.8500784076946757,0.7515723534213954
EMP0127,2022-01-01,1,1,2022,0,0,86553.5870251414,29,74.51213479866628,8,80,East,Region_D,6,1.2019224960310582,460,1.243946292572677,0.32347270431504554
EMP0013,2022-01-01,1,1,2022,0,0,71800.42060617261,32,77.43488908359313,10,80,East,Region_C,1,1.084767979824809,280,1.1510770255019445,0.9404717728806465
EMP0038,2022-01-01,1,1,2022,0,0,27796.469659935672,7,68.30715713775794,3,70,West,Region_C,17,0.8464486334819113,225,0.5936747678280925,0.5574010621416035
EMP0037,2022-01-01,1,1,2022,0,0,26475.387458874822,1,59.06368018719212,0,98,East,Region_E,9,0.7407402021418763,117,0.7372490874968001,0.5277797887114873
EMP0036,2022-01-01,1,1,2022,0,0,45829.922980943724,39,78.84932039798034,2,72,East,Region_A,3,1.3789310694042538,451,0.6608080514174987,0.6841136525566103
EMP0128,2022-01-01,1,1,2022,0,0,56194.69885748429,30,73.29254872636295,6,22,South,Region_B,5,1.3014125094093996,402,0.602916030744145,0.6755369460392163
EMP0035,2022-01-01,1,1,2022,0,0,108089.65261405469,0,78.34087818463222,12,52,North,Region_D,11,1.348507995376758,469,1.3985541885270791,0.724500341761713
EMP0042,2022-01-01,1,1,2022,0,0,101235.53664703306,35,78.64124881805132,12,37,Central,Region_A,14,1.3733238552349356,148,1.4803315837160458,0.35274237920428975
EMP0087,2022-01-01,1,1,2022,0,0,34404.130060591255,27,58.0503581276545,1,55,East,Region_E,5,0.6210935795978015,338,1.2776022837352254,0.6362590573064483
EMP0009,2022-01-01,1,1,2022,0,0,84674.70530486488,39,86.37130064004839,13,54,Central,Region_B,12,1.3515991532513512,495,1.4266588657937942,0.8090903970994946
EMP0017,2022-01-01,1,1,2022,0,0,32821.94350855538,34,63.61234827273856,7,23,West,Region_E,19,0.6251433485493874,280,0.9753702231821118,0.6942929003834686
EMP0090,2022-01-01,1,1,2022,0,0,44097.634656231785,2,76.75307154907524,12,39,Central,Region_E,5,1.2056649616339645,132,0.7473481017431977,0.6153808947170655
EMP0111,2022-01-01,1,1,2022,0,0,39520.79960112318,3,69.52012717278353,3,86,South,Region_C,13,0.8642787850247311,426,0.7372267917359945,0.3712477308342826
EMP0109,2022-01-01,1,1,2022,0,0,45056.629925543675,30,68.97201386013845,4,43,West,Region_A,4,0.8840834426234437,282,0.9984421989290573,0.3608442016611966
EMP0003,2022-01-01,1,1,2022,0,0,23913.790941795593,34,65.29139484392799,3,60,West,Region_B,1,0.8433937943676302,71,0.5070663052197174,0.316143697528991
EMP0107,2022-01-01,1,1,2022,0,0,31903.565281343832,28,59.720683279545845,1,78,South,Region_C,19,0.7939764029077837,168,0.8772841631046226,0.3140498384444084
EMP0098,2022-01-01,1,1,2022,0,0,60225.859636767214,39,60.56974822598929,7,88,North,Region_B,17,0.8065955106391667,118,1.480032575285477,0.6448326657950086
EMP0002,2022-01-01,1,1,2022,0,0,23313.243117833208,36,60.05506615425449,3,68,East,Region_C,4,0.7142934543375526,180,0.5205844942958024,0.978936896513396
EMP0108,2022-01-01,1,1,2022,0,0,20859.717156218012,22,64.37747101764738,4,34,North,Region_A,7,0.6713634629696449,175,0.6197621318192512,0.9233690965179264
EMP0148,2022-01-01,1,1,2022,0,0,45882.123371022855,34,69.82642674987201,4,23,West,Region_B,3,0.7945377527995632,127,1.1031974021769795,0.8647951042738101
EMP0004,2022-01-01,1,1,2022,0,0,30810.165120075308,9,65.24311135325843,7,30,East,Region_C,10,0.6373325305708923,237,0.8663618432936917,0.6192489889519252
EMP0103,2022-01-01,1,1,2022,0,0,41966.01378323401,30,58.7836179001514,6,89,South,Region_E,9,0.6738324689829969,96,1.1279003894909079,0.35723132236421035
EMP0101,2022-01-01,1,1,2022,0,0,37262.03252459482,34,62.25532925480682,2,31,Central,Region_B,19,0.632694893013183,54,0.8450826278223867,0.5433334501378785
EMP0097,2022-01-01,1,1,2022,0,0,111118.65026815262,30,90.58572558376285,12,49,North,Region_D,10,1.2898909669973961,182,1.2964717756738773,0.6215427655623207
EMP0092,2022-01-01,1,1,2022,0,0,24204.99064585777,19,50.32782352063657,1,45,South,Region_D,8,0.6177477936242413,299,1.0203077009037933,0.8406228742149475
EMP0096,2022-01-01,1,1,2022,0,0,54318.49616776151,0,67.41431292630253,9,39,South,Region_B,15,0.9499799376189833,496,1.2263970326502283,0.683212414829378
EMP0089,2022-01-01,1,1,2022,0,0,85354.71038757829,25,73.17542313088103,9,37,Central,Region_D,17,1.0274770200235703,182,1.4966368370739054,0.6888021939218392
EMP0104,2022-01-01,1,1,2022,0,0,23282.553901969037,36,63.97924797558938,4,88,East,Region_E,17,0.8215021185177629,306,0.5845170076806819,0.7180946575788013
EMP0091,2022-01-01,1,1,2022,0,0,88537.10044632362,7,71.07289902951159,11,77,North,Region_C,13,1.084939707560704,495,1.3782206674791921,0.82989939252056
EMP0110,2022-01-01,1,1,2022,0,0,32303.52676867613,23,59.087351426529395,2,30,South,Region_A,12,0.702064242236451,474,0.8374468338719181,0.9297531780015086
EMP0088,2022-01-01,1,1,2022,0,0,31523.260174998533,5,73.36831044755327,3,77,North,Region_C,17,1.2706629637689102,147,0.5368218676359914,0.3936964831604432
EMP0141,2022-01-01,1,1,2022,0,0,42834.59416395684,15,66.77364318623935,5,43,West,Region_E,8,1.0017560082649941,306,0.8099369262686109,0.5781226808203185
EMP0094,2022-01-01,1,1,2022,0,0,68637.11466910715,5,67.0953818813027,9,32,North,Region_A,16,0.98403677361478,456,1.2551372556736191,0.7342166859474252
EMP0138,2022-01-01,1,1,2022,0,0,57466.30326311322,27,73.60767952678383,3,75,South,Region_B,2,1.334763779951441,177,0.724604822939982,0.6167076612928853
EMP0100,2022-01-01,1,1,2022,0,0,106741.83099642991,16,77.754137932243,14,29,East,Region_D,8,1.1572011729816631,330,1.3967884099060117,0.6317731481840106
EMP0106,2022-01-01,1,1,2022,0,0,47969.449893211735,3,71.87306878935206,3,70,East,Region_C,15,1.2755525381069028,412,1.0321134852653158,0.37502040793784325
EMP0102,2022-01-01,1,1,2022,0,0,68960.5089065232,36,62.61300171142439,10,71,Central,Region_A,5,0.9686230144261806,395,1.3942172628959257,0.3901238788097507
EMP0105,2022-01-01,1,1,2022,0,0,25972.07538885061,14,62.68676289071759,6,75,West,Region_B,14,0.9700277729065183,414,0.5623413625112414,0.40341736433435865
EMP0095,2022-01-01,1,1,2022,0,0,34531.95938957601,16,72.15205904310706,4,32,South,Region_C,19,1.322520846941301,241,0.5145446656678819,0.5454112911646178
EMP0093,2022-01-01,1,1,2022,0,0,67069.2790498373,8,75.77693994942992,2,86,East,Region_B,12,1.2531085881704498,285,1.0609379715353864,0.9136575218608415
EMP0099,2022-01-01,1,1,2022,0,0,34273.66616569545,30,60.95078464400927,3,60,Central,Region_C,11,0.7921164950225544,420,1.0372634167140702,0.6220834112885004
EMP0047,2022-01-31,1,1,2022,0,0,41728.84344839618,0,65.40550976262399,7,78,North,Region_D,13,0.7554191628096337,313,1.2019668772577035,0.8570548686052707
EMP0097,2022-01-31,1,1,2022,0,0,111825.04054748229,0,84.24532691845178,17,32,North,Region_D,10,1.2898909669973961,182,1.2964717756738773,0.6215427655623207
EMP0123,2022-01-31,1,1,2022,0,0,36777.83184075826,0,61.098103906197686,2,93,East,Region_C,14,1.0184523398152954,181,0.8161965822964946,0.7118146730565397
EMP0051,2022-01-31,1,1,2022,0,0,39789.512618809415,0,72.17277152399016,6,39,Central,Region_D,15,1.159609768613755,473,1.2260913337226615,0.9830964556237741
EMP0046,2022-01-31,1,1,2022,0,0,53701.57459538571,0,68.42764290614795,3,86,Central,Region_B,3,0.8049655548755664,457,1.4132405525564713,0.6579396792026564
EMP0144,2022-01-31,1,1,2022,0,0,34984.27319953776,0,66.90525454620888,1,28,North,Region_B,6,1.2122850248529924,181,0.6819281304952711,0.903249934709462
EMP0011,2022-01-31,1,1,2022,0,0,28835.33894943397,0,55.673822290697345,1,61,South,Region_A,13,0.7127393799798101,64,0.6652669390630025,0.31094548471883576
EMP0048,2022-01-31,1,1,2022,0,0,36173.14216444606,0,50.0,4,74,West,Region_C,15,0.9004663621119552,371,0.938474123018087,0.7704182947066396
EMP0045,2022-01-31,1,1,2022,0,0,89391.23277223398,0,81.23006576918065,12,54,South,Region_C,10,1.3018984575423642,322,1.3486697949246744,0.3956349320094201
EMP0099,2022-01-31,1,1,2022,0,0,33722.20175986754,0,67.61724352679991,5,61,Central,Region_C,11,0.7921164950225544,420,1.0372634167140702,0.6220834112885004
EMP0098,2022-01-31,1,1,2022,0,0,68056.48671872863,0,63.89359690546497,6,35,North,Region_B,17,0.8065955106391667,118,1.480032575285477,0.6448326657950086
EMP0049,2022-01-31,1,1,2022,0,0,26846.19026431976,0,59.734763197227345,2,33,East,Region_A,17,0.6298785509993715,375,0.8032655146732228,0.6759576990376588
EMP0050,2022-01-31,1,1,2022,0,0,57020.29315614764,0,79.71887013412078,6,29,Central,Region_A,8,1.2159948424788887,157,1.1228904758190001,0.3597432254956376
EMP0124,2022-01-31,1,1,2022,0,0,61077.89881746314,0,68.30710777868292,4,54,South,Region_C,6,1.0318248495317064,112,1.0027203900924793,0.4625488866027721
EMP0010,2022-01-31,1,1,2022,0,0,44231.855796728734,0,72.24534595413508,4,36,West,Region_A,8,1.275627078942521,286,0.7713490317738959,0.8801162564063505
